Run ID,Event ID,QP Creation Time [ns],Patch Copy Number,Patch IX,Patch IY,Patch Center X [um],Patch Center Y [um],QPs Created
0,6951,65889.9,839,2,1,400,200,2
0,6959,67482.8,839,2,1,400,200,2
0,6961,17375.9,1502,19,1,3800,200,6
0,6962,35410.2,1502,19,1,3800,200,4
0,6968,2315.84,839,2,1,400,200,2
0,10128,37515.2,1502,19,1,3800,200,2
0,10136,8245.37,839,2,1,400,200,2
0,10146,178302,1502,19,1,3800,200,2
0,10167,97710.9,1502,19,1,3800,200,2
0,10172,2166.12,1502,19,1,3800,200,6
0,10177,4099.65,839,2,1,400,200,4
0,10186,16323.9,1502,19,1,3800,200,2
0,10186,3526.77,839,2,1,400,200,6
0,10202,26317.8,839,2,1,400,200,2
0,10204,868.628,839,2,1,400,200,4
0,10206,21786.5,839,2,1,400,200,4
0,10207,47328.6,839,2,1,400,200,2
0,10209,37811.8,1502,19,1,3800,200,2
0,10210,20702.3,1502,19,1,3800,200,2
0,10221,724.586,839,2,1,400,200,2
0,10228,142229,839,2,1,400,200,4
0,10228,105243,839,2,1,400,200,4
0,10233,69074.2,839,2,1,400,200,2
0,10252,4983.85,1502,19,1,3800,200,2
0,10255,8728.66,839,2,1,400,200,4
0,10256,23088.5,1502,19,1,3800,200,4
0,10281,24444.2,1502,19,1,3800,200,2
0,10290,21206.7,839,2,1,400,200,4
0,10291,1633.1,839,2,1,400,200,2
0,13452,1630.46,839,2,1,400,200,2
0,13456,5865.52,1502,19,1,3800,200,4
0,13478,85892.3,1502,19,1,3800,200,2
0,13508,14154.9,1502,19,1,3800,200,2
0,13542,20549.2,1502,19,1,3800,200,4
0,13545,9580.18,839,2,1,400,200,4
0,13576,148282,839,2,1,400,200,6
0,13577,94128.7,1502,19,1,3800,200,4
0,13580,10886.5,1502,19,1,3800,200,2
0,13585,52790.8,1502,19,1,3800,200,2
0,13600,41555.2,839,2,1,400,200,4
0,13605,7999.88,839,2,1,400,200,2
0,13611,195.205,839,2,1,400,200,10
0,16946,192270,1502,19,1,3800,200,2
0,16951,26592.5,839,2,1,400,200,2
0,16960,15274.3,1502,19,1,3800,200,2
0,16961,31667.9,839,2,1,400,200,2
0,16976,15102,1502,19,1,3800,200,4
0,16987,86298.3,1502,19,1,3800,200,2
0,16992,155416,1502,19,1,3800,200,2
0,16997,56675.5,839,2,1,400,200,4
0,17009,4274.72,1502,19,1,3800,200,2
0,17019,1447.42,839,2,1,400,200,2
0,17032,20597.5,1502,19,1,3800,200,2
0,17033,1619.1,1502,19,1,3800,200,2
0,17033,16180.7,839,2,1,400,200,2
0,17038,59561.1,839,2,1,400,200,2
0,17039,30486.4,839,2,1,400,200,2
0,17039,8956.4,839,2,1,400,200,2
0,17062,6994.98,839,2,1,400,200,4
0,17065,1836.87,839,2,1,400,200,2
0,17067,21463.3,839,2,1,400,200,4
0,17080,51768.5,1502,19,1,3800,200,2
0,17092,42984.1,1502,19,1,3800,200,2
0,17094,36032.6,839,2,1,400,200,2
0,20264,3762.19,839,2,1,400,200,2
0,20273,6276.39,839,2,1,400,200,2
0,20276,8539.07,839,2,1,400,200,4
0,20285,44189.7,839,2,1,400,200,4
0,20286,40245.3,1502,19,1,3800,200,2
0,20293,6305.42,839,2,1,400,200,2
0,20295,95391.4,839,2,1,400,200,2
0,20296,5076.07,839,2,1,400,200,4
0,20297,83587.5,1502,19,1,3800,200,4
0,20301,364.862,839,2,1,400,200,2
0,20307,8063.3,1502,19,1,3800,200,2
0,20322,145486,839,2,1,400,200,2
0,20325,45013.3,839,2,1,400,200,2
0,20329,433.632,839,2,1,400,200,2
0,20331,5662.02,839,2,1,400,200,2
0,20344,192608,839,2,1,400,200,2
0,20364,34045.7,839,2,1,400,200,2
0,20364,15040.3,839,2,1,400,200,4
0,20371,46859.7,839,2,1,400,200,2
0,20380,108750,1502,19,1,3800,200,2
0,20380,42055.2,839,2,1,400,200,2
0,20386,78507.7,1502,19,1,3800,200,4
0,20392,277468,839,2,1,400,200,4
0,20397,23932.3,839,2,1,400,200,6
0,20399,32703.3,839,2,1,400,200,2
0,20404,4080.87,839,2,1,400,200,2
0,20408,339.944,839,2,1,400,200,6
0,20413,114109,839,2,1,400,200,2
0,20415,312.034,839,2,1,400,200,4
0,20415,1484.49,839,2,1,400,200,2
0,23745,65621.3,839,2,1,400,200,4
0,23749,4674.84,1502,19,1,3800,200,2
0,23750,154088,839,2,1,400,200,2
0,23751,32871.8,839,2,1,400,200,2
0,23765,55713.8,839,2,1,400,200,2
0,23767,26580,1502,19,1,3800,200,2
0,23773,116984,1502,19,1,3800,200,2
0,23775,125086,839,2,1,400,200,2
0,23775,840.828,839,2,1,400,200,2
0,23781,57074.6,839,2,1,400,200,2
0,23786,50590.6,839,2,1,400,200,2
0,23786,23118.4,1502,19,1,3800,200,4
0,23788,89946.5,839,2,1,400,200,4
0,23790,21526,839,2,1,400,200,2
0,23791,9987.03,1502,19,1,3800,200,2
0,23816,57520.3,839,2,1,400,200,2
0,23827,20254.4,839,2,1,400,200,2
